question,option,answer_key,confidence,attendu
Quelle est la principale différence entre les bêta-lactamines et les macrolides ?,"A. Les bêta-lactamines sont des antibiotiques bactériostatiques, tandis que les macrolides sont des antibiotiques bactéricides
B. Les bêta-lactamines sont spécifiques aux bactéries à Gram positif, tandis que les macrolides sont spécifiques aux bactéries à Gram négatif
C. Les bêta-lactamines sont des antibiotiques à large spectre, tandis que les macrolides sont des antibiotiques à spectre restreint
D. Les bêta-lactamines sont des antibiotiques à spectre restreint, tandis que les macrolides sont des antibiotiques à large spectre
E. Les bêta-lactamines sont des antibiotiques bactéricides, tandis que les macrolides sont des antibiotiques bactériostatiques",,,E
Qu'est-ce que le peri apical index (PAI) d'Orstavik ?,"A. Le peri apical index (PAI) d'Orstavik est un indice de densité et de longueur des ancrages radiculaires.
B. Le peri apical index (PAI) d'Orstavik est un indice de densité et de longueur d'obturation canalaire radio-opaque.
C. Le peri apical index (PAI) d'Orstavik est un indice de clarté péri-apicale traduisant des remaniements inflammatoires.
D. Le peri apical index (PAI) d'Orstavik est un indice de densité et de longueur des restaurations coronaires.
E. Le peri apical index (PAI) d'Orstavik décrit les remaniements inflammatoires périapicaux selon une chronologie histopathogénique.",,,E
Quel est le taux de succès moyen des traitements endodontiques sur des dents vivantes sans difficultés particulières?,"A. 0.56
B. 0.51
C. 0.78
D. 0.34
E. 0.9",,,E
Quels sont les facteurs généraux qui n'influencent pas le résultat des traitements endodontiques?,"A. Les paramètres médicaux généraux
B. La présence d'une lésion périradiculaire
C. Le statut pulpaire
D. La densité de l'obturation canalaire
E. L'âge et le sexe du patient",,,E
Quelle est l'influence des techniques de mise en forme sur le résultat clinique d'un traitement endodontique ?,"A. Les techniques de mise en forme par rotation continue sont plus rapides mais moins efficaces que les techniques de mise en forme manuelle.
B. Les techniques de mise en forme par rotation continue ne montrent pas un taux de succès plus élevé que les techniques de mise en forme manuelle.
C. Les techniques de mise en forme par rotation continue sont associées à un taux de succès plus faible
D. Les techniques de mise en forme par rotation continue sont associées à un taux de succès plus élevé
E. Les techniques de mise en forme par rotation continue sont plus lentes mais plus efficaces",,,B
Quelle est l'influence de l'obturation canalaire sur le résultat d'un traitement endodontique ?,"A. L'obturation par compactage latéral à froid de gutta est associée à un taux de succès moins élevé
B. Il n'existe pas de matériaux et de techniques d'obturation significativement associés à des résultats plus favorables
C. Certains matériaux et techniques d'obturation sont associés à un taux de succès plus faible
D. La densité de l'obturation canalaire constitue un facteur pronostique du taux de succès du traitement endodontique.
E. L'obturation par compactage vertical de gutta chaude est associée à un meilleur résultat",,,"B,D"
Quelle est l'influence de la restauration coronaire sur la survie de la dent traitée endodontiquement,"A. L'absence de points de contacts influence négativement la survie de la dent traitée endodontiquement
B. La restauration coronaire dépend de la présence de LIPOE
C. La restauration coronaire n'a pas d'impact sur la survie de la dent traitée endodontiquement
D. L'absence de restauration coronaire satisfaisante est un facteur d'échec à long terme sur la conservation de la dent traitée endodontiquement
E. En cas de pronostique incertain du traitement endodontique, il est préférable de reconstituer la dent avec un ciment verre ionomère.",,,"A,D"
Quelle est la technique de radiographie rétroalvéolaire qui entraîne moins de déformations ?,"A. La technique de la projection
B. La technique de la bissectrice
C. La technique des plans perpendiculaires
D. La technique des plans parallèles
E. La technique de la superposition",,,D
Quelle est la radiographie qui permet le mieux de détecter la présence potentielle d'atteintes carieuses avec le moins de déformations?,"A. La radiographie panoramique
B. La radiographie céphalométrique
C. La radiographie occlusale
D. La radiographie rétrocoronaire ou bite-wing
E. La radiographie rétroalvéolaire",,,D
Quelles fibres nerveuses sont généralement ciblées par l'anesthésie en endodontie ?,"A. Fibres A-alpha
B. Fibres A-beta
C. Fibres A-delta
D. Fibres C
E. Fibres B",,,"C,D"
Quels sont les critères auxquels un matériau d'obturation orthograde idéal devrait répondre ?,"A. Être biocompatible
B. Doit être radio-opaque.
C. Présenter une stabilité volumétrique
D. Durcir sans être affecté par l'humidité
E. Assurer un scellement hermétique du système canalaire",,,"A,B,C,D,E"
Lequel(s) des symptômes suivants indique(nt) généralement une pulpite irréversible?,"A. Sensibilité au froid
B. Sensibilité à la percussion
C. Sensibilité au chaud
D. Absence de douleur
E. Douleur spontanée",,,"A,C,E"
"Pour l'anesthésie d'une molaire inférieure, quelle technique est couramment recommandée ?","A. Anesthésie par infiltration
B. Bloc nerveux du nerf alvéolaire inférieur
C. Bloc nerveux du nerf maxillaire
D. Bloc nerveux du nerf palatin
E. Bloc du nerf mentonnier",,,B
"Vous recevez monsieur G âgé de 47 ans. Il n’a aucune douleur à ce jour mais aimerait faire un éclaircissement. Il a bientôt un entretien d’embauche. L’examen clinique révèle une très forte quantité de tartre, une lésion carieuse en position de 15 et 16, une dent à l’état de racine en position de 36, des dents traitées endodontiquement en position de 15 et 46 et une absence de suivi des mesures d’hygiène buccodentaire. Quelle est votre prise en charge?","A. La prise en charge doit débuter par l’éclaircissement pour être professionnel avec le patient.
B. La prise en charge doit débuter par l’avulsion de la dent n°36.
C. La prise en charge doit débuter par la gestion les lésions carieuses arrêtées.
D. La prise en charge doit débuter par la gestion les lésions carieuses actives et à proximité pulpaire.
E. La prise en charge doit débuter par le détartrage du patient avant toute extraction.",,,E
Quelle(s) affirmation est (sont) correcte(s) sur la biologie pulpaire?,"A. La dentine de réparation est toujours produite par des odontoblastes originaux.
B. La dentine réactionnelle est produite en réponse à une irritation mineure de la pulpe.
C. En cas de mort des odontoblastes, il n'y a pas de recrutement de nouveaux odontoblastes.
D. Les odontoblastes recrutés pour la dentine de réparation sont toujours d'origine pulpaire.
E. La dentine de réparation est principalement produite lors d'une irritation sévère de la pulpe.",,,"B,E"
"Vous recevez monsieur H âgé de 39 ans. Il a du mal à s’alimenter et à se brosser les dents mais ne présente aucune douleur spontanée. L’examen clinique révèle des dents à l’état de racine en position de 25,37,38,44,45,47, des dents absentes en position de 15 et 46, des lésions carieuses en position de 18,11,21,23,27,28,38 et 48. L’examen radiographique révèle également une LIPOE en position de 24, préalablement traitée endodontiquement qui présente une perte tissulaire importante mais semble actuellement conservable. Il souhaiterait « se reprendre en mains » mais est très angoissé à l’idée de venir chez le dentiste. Quelle est votre prise en charge?","A. La prise en charge ne peut débuter qu’après avoir proposé un devis complet au patient, indiquant les dents à extraire et les couronnes à réaliser.
B. La prise en charge doit débuter par l’avulsion des dents condamnées.
C. La prise en charge doit débuter par la gestion les lésions carieuses arrêtées.
D. La prise en charge doit débuter par la gestion les lésions carieuses actives et à proximité pulpaire.
E. La prise en charge doit débuter par le retraitement endodontique de la dent n°24, sinon elle risque d’être extraite.",,,B
"Vous recevez madame X âgé de 59 ans, suite à une temporisation sous couronnes provisoires. Vous réalisez en complétement une radiographie rétro-alvéolaire qui montre une lésion carieuse débutante en position 35. Le patient présente également des lésions carieuses en position de 23 ayant entrainé une perte d’étanchéité du traitement endodontique, ainsi que des implants en position de 17,14,24,27,36,46 et 47. L’implant en position de la dent n°24 est en forte proximité avec l’apex de la dent n°23. Quelle est votre prise en charge?","A. La prise en charge débute par la réalisation des couronnes définitives.
B. La prise en charge doit débuter par le retrait de l’implant en position de 24 qui est trop proche de la dent n°23.
C. La prise en charge doit débuter par la gestion les lésions carieuses débutantes.
D. La prise en charge doit débuter par le retraitement des dents secteur antérieur.
E. La prise en charge doit débuter par le retraitement endodontique de la dent n°23, sinon elle risque d’être extraite.",,,C
Au sujet du traitement d'urgence d'une parodontite apicale aiguë (Fiche de procédure CNEOC E9) :?,"A. L’un des objectifs est de soulager la douleur liée à l’inflammation des tissus péri-apicaux en réalisant un drainage par voie canalaire.
B. L’un des objectifs est de prévenir la dissémination de l’infection endodontique.
C. L’un des objectifs est d’effectuer un drainage par voie muqueuse en fonction du tableau clinique.
D. La prise en charge dépend du temps d’intervention disponible et en conséquence en temps restreint, a dent sera laissée ouverte au moins 72h même sans suintement.
E. La prise en charge dépend du temps d’intervention disponible et en conséquence en temps restreint  il est conseillé de perméabiliser la lumière canalaire avec une lime manuelle adaptée au volume  canalaire en évitant impérativement la transfixion apicale.",,,"A,B,C,E"
"Selon la fiche E3, quelles sont les caractéristiques communes d'une pulpite aiguë?","A. Douleur spontanée
B. Réponse prolongée au froid
C. Absence de réponse au test au chaud
D. Radiographie normale
E. Mobilité dentaire augmentée",,,"A,B"
"Selon la fiche E4, quelles sont les caractéristiques distinctives de la parodontite apicale aiguë?","A. Douleur spontanée
B. Réponse prolongée au froid
C. Réponse douloureuse à la percussion
D. Radiographie normale
E. Mobilité dentaire augmentée",,,C
Quelle(s) affirmation(s) est/sont vraie(s) concernant les solutions anesthésiques utilisées en endodontie ?,"A. La lidocaïne à 2% avec adrénaline 1:100 000 est couramment utilisée pour l'anesthésie locale en endodontie.
B. La mepivacaïne est généralement utilisée sans vasoconstricteur.
C. Les solutions d'anesthésie contenant de l'adrénaline sont formellement contre-indiquées chez les patients atteints de maladie cardiaque ischémique.
D. Le volume d'adrénaline dans une cartouche de lidocaïne à 2% avec adrénaline 1:100 000 est de 0,018 mg.
E. L'articaïne est efficace pour les infiltrations mais pas pour les blocs nerveux.",,,"A,B,D"
Quel(s) agent(s) d'irrigation permet(ent) la dissolution de la smear layer?,"A. Hypochlorite de sodium
B. Chlorexidine
C. Eau distillée
D. Peroxyde d'hydrogène
E. EDTA",,,E
"Au moment de l'ajustage du maître cône, celui-ci ne descend pas à la longueur de travail souhaitée. Quelles explications sont possibles ?","A. La finition apicale est insuffisante.
B. Présence d'un obstacle ou d'une calcification dans le canal.
C. Le maître cône est de taille inappropriée.
D. La longueur de travail a été mal mesurée.
E. Il y a une courbure sévère du canal qui entrave le passage du cône.",,,"A,B,C,D,E"
Quelle situation présente le plus grand risque d’échec d’anesthésie locale?,"A. Dent avec pulpite aiguë
B. Dent avec abcès apical
C. Dent avec nécrose pulpaire
D. Dent avec hypersensibilité dentinaire
E. Dent présentant un syndrome du septum",,,A
"Après la prise en charge d'une pulpite, le patient (sans antécédents médicaux) vous rappelle le lendemain pour cause de douleurs persistantes. Quelle est votre attitude?","A. Prescrire un antibiotique à large spectre
B. Prescrire un antibiotique à spectre réduit pour éviter l’antibiorésistance
C. Prescrire des antalgiques (paracétamol) associés à un anti-inflammatoire
D. Prescrire des antalgiques (paracétamol) seuls
E. Prescrire un antibiotique si la radiographie pré-opératoire montrait une lésion péri apicale",,,C
A quelle longueur est il adapté de descendre le cône de papier avant d’obturer une dent traitée endodontiquement?,"A. à la LT
B. à la LT – 1 mm
C. à la LT + 0,5 mm
D. à la LT – 3 mm
E. à la LT + 1,2 mm",,,A
Quel rôle jouent les canaux sodiques dans la transmission de la douleur en endodontie ?,"A. Ils sont impliqués dans la dépolarisation des cellules nerveuses.
B. Ils sont responsables de la repolarisation des cellules nerveuses.
C. Ils n'ont aucun rôle dans la transmission de la douleur.
D. Ils sont impliqués dans la régulation du calcium intracellulaire.
E. Ils sont responsables de la sécrétion d'endorphines pour atténuer la douleur.",,,A
Concernant l’anesthésie en endodontie?,"A. Avec une anesthésie intra ligamentaire, l’anesthésie pulpaire s’établit classiquement en moins de 3 minutes
B. Avec une anesthésie intra ligamentaire, l’anesthésie pulpaire a une durée de 45 minutes à 1h classiquement.
C. Avec une anesthésie tronculaire, l’anesthésie pulpaire a une durée de 45 minutes au moins
D. Avec une anesthésie tronculaire, l’anesthésie pulpaire s’établit au bout de 5 à 10 minutes  au minimum.
E. Le traitement endodontique peut être conduit uniquement avec un gel anesthésiant en cas de dent nécrosée",,,"A,C,D"
Concernant l’anesthésie tronculaire?,"A. Les critères de succès de l’ anesthésie tronculaire du nerf dentaire inférieur sont identiques en chirurgie orale et en endodontie.
B. Le Signe de Vincent indique l’ étendue de l’anesthésie .
C. La dépression unilatérale de l’orbiculaire des lèvres traduit la profondeur de l’anesthésie
D. Le signe de Jean traduit la localisation de l’anesthésie en endodontie
E. Le  signe de Vincent seul traduit l’efficacité de l’anesthésie en endodontie",,,"B,C"
L'augmentation de la pression pulpaire due à l'inflammation entraîne-t-elle une strangulation de la pulpe et une nécrose pulpaire généralisée rapidement ?,"A. Oui, car l'augmentation de la pression pulpaire réduit l'apport sanguin à la pulpe dans son entièreté.
B. Non, car l'augmentation de la pression est localisée à la zone d'inflammation.
C. Oui, car l'environnement (pulpe entourée de dentine dur  ne permet pas une augmentation significative de la filtration des fluides.
D. Non, car une augmentation de la pression pulpaire ouvrira les anastomoses artério-veineuses, déviant le flux sanguin loin de la zone d'inflammation.
E. Non, car les vaisseaux lymphatiques drainent le flux sanguin.",,,B
Quelles sont les fonctions de la pulpe dentaire ?,"A. Formation de la dentine (dentine primaire et secondaire)
B. Réparation de la dentine (dentine tertiaire)
C. Nutrition de la dentine avasculaire
D. Protection immunitaire
E. Sensorielle (pression et température)",,,"A,B,C,D,E"
"Quelle est la différence entre la dentine primaire, secondaire et tertiaire ?","A. La dentine primaire est formée par les odontoblastes après l'éruption de la dent.
B. La dentine secondaire est formée à un rythme plus lent par les odontoblastes après l'éruption de la dent.
C. La dentine tertiaire est formée en réponse à un stimulus localisé.
D. La dentine primaire est formée par les odontoblastes avant l'éruption de la dent.
E. La dentine secondaire est formée en réponse à une agression extérieure.",,,"B,C,D"
Concernant la théorie hydrodynamique de la sensibilité dentinaire ?,"A. Il s’agit d’un mouvement rapide de polarisation en réponse à des forces capillaires et de van der Waals, résultant en une stimulation douloureuse.
B. La théorie postule que l'acidité en bouche est le facteur clé qui déclenche le mouvement du fluide dans les tubules dentinaires, conduisant à la sensibilité.
C. La chaleur peut provoquer un mouvement de fluide vers l'intérieur de la dent.
D. Le mouvement du fluide dans les tubules dentinaires prévient l'invasion des caries dans les tubules dentinaires.
E. Divers stimuli tels que l’air peuvent induire un flux de fluide dentinaire.",,,"C,E"
Quelle affirmation est correcte concernant la survie des bactéries?,"A. Les bactéries ne peuvent généralement pas survivre de manière planctonique dans la zone apicale, à quelques exceptions près comme Actinomyces.
B. Les bactéries dans la zone apicale peuvent facilement survivre, notamment en structure planctonique.
C. L'incidence de la survie bactérienne dans la zone apicale est très élevée, environ 60-70%.
D. Les bactéries dans la zone apicale ne peuvent survivre qu'en structure de biofilm, notamment sur la surface de la racine externe.
E. Une fistule peut servir de voie pour la colonisation bactérienne de la zone apicale.",,,"A,D,E"
"Pour l'anesthésie d'une  2° molaire supérieure en endodontie, quelle technique est couramment recommandée ?","A. Anesthésie para-apicale par infiltration vestibulaire
B. Anesthésie para-apicale par infiltation intra ligamentaire
C. Bloc nerveux du nerf maxillaire
D. Bloc nerveux du nerf palatin
E. Bloc du nerf mentonnier",,,A
Les tests de sensibilité pulpaire au cours d'une pulpite aiguë?,"A. Sont  exacerbés
B. Sont positifs dans 100% des cas
C. Sont négatifs dans 67% de cas
D. Sont tellement douloureux qu’on évite de les faire
E. Sont négatifs pour le test au chaud",,,A
En endodontie les agents d'irrigation s’utilisent aux concentrations suivantes ,"A. Hypochlorite de sodium à 0,6%
B. Hypochlorite de sodium à 3%
C. Chlorhexidine à 0,2%
D. Chlorhexidine à 2%
E. EDTA à 1,7%",,,B
Dans la technique combinée (CL+CT)d’obturation canalaire ,"A. Le compacteur thermomécanique  est introduit jusqu'à la sensation de blocage
B. le maitre cône est introduit  et condensé latéralement  à la LT
C. le maitre cône est introduit et condensé latéralement à la LT-2mm en sens anti-horaire
D. la vitesse de rotation du CT est entre 800 et 1000 tours/mn
E. la vitesse de rotation du CT est entre 8000 et 10000 tours/mn en sens anti-horaire",,,A
Quelle affirmation est correcte en cours de traitement endodontique ?,"A. Le triangle de Kuttler représente le triangle dentinaire à supprimer pour réduire les contraintes coronaires au niveau de l’instrument.
B. En présence d’une courbure apicale prononcée, les contraintes instrumentales sont limitées au tiers apical.
C. La constriction apicale est la zone la plus étroite du canal radiculaire.
D. L'apex radiographique est le même que l'apex anatomique si et seulement si on utilise la technique des plans parallèles.
E. La constriction apicale est distincte de l'apex anatomique.",,,"C,E"
Quelles sont les causes potentielles d'échec de l'anesthésie en cas de pulpite irréversible?,"A. Le pH plus bas des tissus enflammés diminue la forme ionisée disponible dans le nerf.
B. Les tissus enflammés ont des potentiels de repos modifiés et des seuils d'excitabilité réduits.
C. Les canaux sodiques sont résistants à la tétrodotoxine (TTXr) dans la pulpe enflammée.
D. L’hyperalgésie préexistante empêche tout anesthésie tronculaire mais rend possible l’anesthésie intra-ligamentaire.
E. Le débit sanguin accru dilue l'anesthésique et réduit son efficacité.",,,"A,B,C,D,E"
A quelle longueur est il adapté de descendre la seringue d’irrigation ?,"A. à la LT
B. à la LT – 0,5 mm
C. à la LT + 0,5 mm
D. à la LT – 2 mm
E. à la LT + 1,2 mm",,,D
"Vous recevez le frère de monsieur R âgé de 17 ans. Il profite de la venue de son frère pour demander s’il a besoin d’un dentiste. Selon lui, les dentistes ça coute cher et ça fait mal. Il n’a aucune douleur à ce jour. L'examen clinique révèle des lésions carieuses sur toutes les premières molaires. L'atteinte carieuse semble atteindre le pulpe au niveau de la dent n°36. La dent n°46 est à l'état de racine. ","A. La prise en charge doit débuter par le traitement endodontique de la dent n°36.
B. La prise en charge doit débuter par l’avulsion de la dent n°46.
C. La prise en charge doit débuter par la gestion les lésions carieuses arrêtées.
D. La prise en charge doit débuter par la gestion les lésions carieuses actives et à proximité pulpaire.
E. La prise en charge doit débuter par la réhabilitation prothétique par couronnes provisoires.",,,D
Concernant l’instrumentation ProTaper,"A. La lime rotative S1 s’utilise sur la paroi de sécurité mais qu’une seule fois
B. La lime de rotation F1 peut s’utiliser plusieurs fois mais pas le F2
C. La lime rotative F2 présente un diamètre apical de 25 et une conicité de pointe de 8%
D. La lime rotative Sx s’utilise jusqu’à la LT.
E. La lime rotative Sx s’utilise seulement après avoir passé la lime S1.",,,C
Concernant l’ajustage du maitre cône après une préparation avec un finishing file F2,"A. L’ajustage et le matriçage d’un maitre cône medium au tiers apical est plus précis que celui d’un maitre cône fine medium
B. Un cône calibré à 25 qui se bloque avant la LT-3 indique un défaut de préparation apicale
C. Un cône calibré à 25 qui se bloque à LT-3 indique qu’il faut réduire le diamètre à 20
D. Un cône calibré à 25 qui dépasse de 2mm la LT indique qu’il faut augmenter le diamètre apical.
E. Un cône calibré à 25 qui dépasse de 2mm la LT indique qu’il faut passer à un cône de plus forte conicité.",,,B
"Vous recevez monsieur H 35 ans, présentant un prolapsus de la valve mitrale. Il décrit des douleurs importantes mais non spontanées. La radiographie rétroalvéolaire montre une lésion carieuse à proximité du tissu pulpaire sur 36.","A. En cas de traitement endodontique, le patient doit être placé sous antibioproplylaxie 2h avant le geste.
B. En cas de traitement endodontique, le patient doit être placé sous antibioproplylaxie 2h avant le geste.
C. Le traitement endodontique est formellement interdit ici compte tenu de l’état médical.
D. Si un coiffage pulpaire direct est possible, celui-ci ne nécessite pas d’antibioprophylaxie.
E. Si un coiffage pulpaire direct est possible, celui-ci ne nécessite pas d’antibiothérapie.",,,D
"Monsieur 64 ans consulte pour des douleurs importantes au niveau de 47. Le patient vous dit prendre du Kardegic, il sait qu’il est « cardiaque » mais il vit bien et n’a jamais été opéré. La radiographie rétroalvéolaire montre une lésion carieuse à proximité du tissu pulpaire sur 46.","A. Si le test de sensibilité au froid est positif et la douleur rémanente, alors la dent est très probablement en pulpite irréversible.
B. Si le test de sensibilité au froid est positif et le test de percussion positif également, alors la dent est très probablement déjà en parodontite apicale aigue.
C. En cas de conduite d’un traitement endodontique, l’utilisation de limes de pré-élargissement canalaire comme le Sx est déconseillé dans ce type d’anatomies canalaires.
D. Une anatomie canalaire de la racine mésiale ,en S, constitue un niveau de difficulté élevé.
E. La lumière canalaire est partiellement visible, ce qui constitue un niveau de difficulté modéré.",,,"A,D,E"
Au sujet de la prise en charge d’un patient diabétique (fiche de procédure CNEOC E18) :,"A. Il existe principalement deux types de diabète : le diabète sucré de type I (insulino-dépendant) et le diabète sucré de type II (non insulino-dépendant).
B. Les traitements endodontiques chez les patients diabétiques doivent être exceptionnels et en principe réservés aux dents monoradiculées mais peuvent être conduits en plusieurs séances.
C. Le risque infectieux peut exister pour les deux catégories et augmente en fonction du déséquilibre endocrinien, mesuré par le taux d’Hémoglobine glyquée (HbA1C).
D. Les recommandations actuelles ne permettent pas d’effectuer un coiffage pulpaire en technique directe (au contact de la pulpe).
E. Les recommandations actuelles ne permettent pas d’effectuer un coiffage pulpaire en technique indirecte (sans contact avec la pulpe).",,,"A,C"
"Monsieur R5 consulte pour des douleurs importantes secteur 1. L’examen clinique révèle une muqueuse très inflammatoire recouvrant la dent n°17. La dent ne répond pas au test de sensibilité au froid. A la radiographie rétroalvéolaire, le plancher pulpaire est atteint et une perte tissulaire horizontale de 60% est présente sur la dent.","A. Le diagnostic le plus probable pour la dent n°17 est une pulpite réversible.
B. Le diagnostic le plus probable pour la dent n°17 est une parodontite apicale aigue.
C. Le diagnostic le plus probable pour la dent n°17 est une parodontite ulcéro-nécrotique.
D. La conduite à tenir pour la dent n°17 serait la conduite du traitement endodontique après gingivectomie.
E. La conduite à tenir pour la dent n°17 serait la conduite l’avulsion de la dent.",,,E
Au sujet de l’obturation d’un canal par la technique combinée (fiche de procédure E14 CNEOC E14) :,"A. Il est préférable d'utiliser un cone médium plutot qu'un cone fine medium pour avoir un bon ajustage du maitre cône pour cette technique d'obturation
B. Le maitre cône est adapté en longueur et sous dimensionné légèrement en diamètre
C. Le principe de cette obturation est de compacter à froid le maître cône au tiers apical et d’obturer les 2/3 coronaires en compaction mécanique
D. Les cônes accessoires n’ont pas besoin de décontamination de surface dans l’hypochlorite car ils seront chauffés à haute température
E. L'utilisation d'un contre angle à bague bleue est conseillée",,,E
Au sujet de la gestion d’un canal minéralisé (fiche de procédure CNEOC E13) :,"A. Un des objectifs est de permettre aux solutions d’irrigation et au matériau d’obturation d ‘accéder à l’ensemble du réseau endodontique.
B. La seule indication de traitement d'un canal minéralisé est la nécessité d'ancrage radiculaire car un biofilm ne peut pas coloniser un canal minéralisé.
C. La gestion d’un canal minéralisé implique l’utilisation préalable de limes de gros diamètre (35-40) pour forcer le passage.
D. Tout au cours de la progression de la lime, il est conseillé de confirmer l’absence de perforation grâce au localisateur électronique d’apex.
E. En présence d’un canal minéralisé, l’anesthésie locale et/ou régionale ne sont pas nécessaires.",,,"A,D"
Monsieur G13 consulte pour des douleurs importantes secteur 2. L’examen clinique révèle une muqueuse très inflammatoire en disto-cervical de la dent n°24. La dent ne répond pas au test de sensibilité au froid. La radiographie rétroalvéolaire présente une résorption cervicale externe infragingivale et juxtaosseuse de stade III d'Heithersay. Les dents n°25 et 26 sont absentes.,"A. Le diagnostic le plus probable pour la dent n°24 est une pulpite réversible.
B. Le diagnostic le plus probable pour la dent n°24 est un syndrome du septum.
C. La conduite à tenir pour la dent n°24 serait la conduite d’un coiffage pulpaire indirect.
D. La conduite à tenir pour la dent n°24 serait la conduite du traitement endodontique. Le pronostic est bon mais la reconstitution de la dent nécessitera un inlay core.
E. La conduite à tenir pour la dent n°24 serait la conduite l’avulsion de la dent.",,,E
Une patiente sans antécédents médicaux consulte en urgences pour cause de douleurs importantes secteur 4. La dent n°46 est douloureuse à la percussion. La dent n°47 n'est pas restaurée définitivement. Aucun sondage n'est relevé. La radiographie rétroalvéolaire montre une dent couronnée traitée endodontiquement. L'obturation canalaire semble dense et à la longueur sur les deux racines. L'examen cone beam montre une obturation canalaire excentée par rapport à la forme de la racine distale.,"A. Les douleurs sont en lien avec l'absence de réhabilitation du point de contact.
B. Les douleurs pourraient être en lien avec l'absence de réhabilitation du point de contact, mais ceci ne justifie pas seul la présence de douleurs importantes en l'absence de sondage associé.
C. Le traitement endodontique semble suffisant en longueur et densité selon la radiographie rétroalvéolaire. L'étiologie la plus probable est donc une fracture de la racine distale.
D. Les examens radiographiques montrent la présence d'une deuxième racine expliquant la persistance d'une image radioclaire apicale malgré un traitement endodontique bien conduit.
E. Les examens radiographiques montrent la présence d'un deuxième canal au sein de la même racine expliquant la persistance d'une image radioclaire apicale malgré un traitement endodontique bien conduit.",,,"B,E"
"Vous avez effectué le traitement endodontique initial sur la dent 17 il y a six mois. La patiente présentait de fortes douleurs avant le traitement. Au contrôle, la patiente se plaint de la persistance de douleurs (modérées) au niveau de la dent.","A. La persistance de douleurs suite au soin confirme la persistance d'une pathologie infectieuse active.
B. Le délai de six mois est insuffisant pour évaluer une cicatrisation apicale.
C. Si la patiente vous informe qu’elle présente des sinusites à répétition depuis plusieurs années. Cette nouvelle information confirme votre diagnostic d'abcès apical aigu?
D. Compte tenu de la présence de douleurs, il est nécessaire de placer la patiente sous antibiothérapie.
E. En cas de persistance de douleurs, une chirurgie endodontique de l'ensemble des canaux sera nécessaire.",,,B
"Monsieur P, 38 ans, se présente en consultation car il présente des douleurs depuis environ 3 semaines, intermittentes, lors de certains repas et accentuées lorsqu’il consomme des boissons fraîches. Au niveau des antécédents médicaux, Monsieur P nous dit avoir « un souffle au cœur » et a déjà pris 3g d’amoxicilline avant le rendez vous. L’examen clinique et radiologique permet de conclure à une pulpite réversible au niveau de 45, liée à une lésion carieuse profonde . Après vérification auprès du cardiologue, monsieur P présente une fuite aortique de grade ¼ avec un léger épaississement.","A. L'antibioprophylaxie semble justifiée au vu des éléments cliniques mentionnés.
B. Monsieur P n’est pas considéré comme à haut risque d’Endocardite Infectieuse selon l’évolution des recommandation mais doit poursuivre la prise d'antibiotiques sur 7 jours car il a déjà commencé la prise avant le geste.
C. Le traitement envisagé devant la symptomatologie est une thérapeutique de conservation de la vitalité pulpaire sans antibioprophylaxie.
D. En cas de nécrose pulpaire  au rendez vous de controle, il serait tout à fait envisageable de réaliser le traitement endodontique (avec des difficultés potentielles du fait d’éventuelles calcifications pulpaires).
E. En cas de nécrose pulpaire au rendez vous de controle, il serait tout à fait envisageable de réaliser le traitement endodontique, en revanche l’antibioprophylaxie serait recommandée.",,,"C,D"
"Vous recevez monsieur H 76 ans stressé par les dentistes. La dent n°36 lui fait mal depuis quelques jours mais ça ne l'empêche pas de dormir ou manger. La dent n°46 est à l'état de racine depuis plusieurs années, selon ses dires il a appris à vivre avec. L'examen clinique révèle de nombreuses lésions carieuses actives.","A. La prise en charge doit débuter par le traitement endodontique de la dent n°36.
B. La prise en charge doit débuter par l’avulsion de la dent n°46.
C. La prise en charge doit débuter par la gestion les lésions carieuses arrêtées.
D. La prise en charge doit débuter par la gestion les lésions carieuses actives et à proximité pulpaire.
E. La prise en charge doit débuter par la réhabilitation prothétique par couronnes provisoires.",,,D
"Vous recevez madame R. La patiente décrit des douleurs importantes depuis plusieurs mois ne cessant pas. La patiente présente un stellite avec crochets sur 13,16 et 27. A l’examen clinique, la dent n°13 est sensible au passage de la sonde en vestibulaire et présente des douleurs exacerbées au froid.","A. La présence de douleurs exacerbées indique une pulpite irréversible de la dent n°13.
B. La présence de douleurs exacerbées indique une pulpite réversible de la dent n°13.
C. La présence de douleurs exacerbées est en lien avec une hypersensibilité dentinaire
D. La dent n°13 doit être couronnée.
E. La dent n°13 doit être couronnée avec un inlay core.",,,C
"Vous recevez monsieur R2 à votre cabinet. La dernière fois qu’il a vu son dentiste, ce dernier avait réalisé le traitement endodontique de la dent n°36. Il vous dit revenir pour réaliser la couronne sur cette dent. L'examen clinique révèle la présence de nombreuses lésions carieuses non traitées ainsi que des dents à l'état de racine depuis plusieurs années.","A. La prise en charge doit débuter par couronner la dent n°36 avant qu’elle se réinfecte.
B. La prise en charge doit débuter par la gestion les lésions carieuses.
C. La prise en charge doit débuter par le traitement endodontique de la dent n°46.
D. La prise en charge doit débuter par l’avulsion des dents en foyers infectieux buccodentaires.
E. La prise en charge doit débuter par la réhabilitation prothétique par couronnes provisoires.",,,D
